   0.0000000E+00   1.0000000
   4.7499001E-02   0.9458991
   6.7066073E-02   0.9228704
   8.2005925E-02   0.9050130
   9.4539657E-02   0.8898569
   0.1055293   0.8764398
   0.1154178   0.8642683
   0.1244681   0.8530503
   0.1328511   0.8425906
   0.1406876   0.8327566
   0.1480654   0.8234504
   0.1550494   0.8145980
   0.1616914   0.8061411
   0.1680327   0.7980336
   0.1741063   0.7902383
   0.1799389   0.7827242
   0.1855553   0.7754648
   0.1909734   0.7684388
   0.1962105   0.7616267
   0.2012806   0.7550122
   0.2061973   0.7485806
   0.2109707   0.7423199
   0.2156111   0.7362192
   0.2201271   0.7302678
   0.2245259   0.7244572
   0.2288152   0.7187793
   0.2330011   0.7132265
   0.2370891   0.7077928
   0.2410847   0.7024724
   0.2449925   0.6972588
   0.2488168   0.6921479
   0.2525613   0.6871344
   0.2562304   0.6822146
   0.2598273   0.6773844
   0.2633547   0.6726398
   0.2668158   0.6679776
   0.2702136   0.6633945
   0.2735501   0.6588881
   0.2768280   0.6544548
   0.2800496   0.6500921
   0.2832169   0.6457979
   0.2863320   0.6415696
   0.2893963   0.6374052
   0.2924120   0.6333025
   0.2953803   0.6292601
   0.2983035   0.6252750
   0.3011824   0.6213463
   0.3040183   0.6174724
   0.3068131   0.6136513
   0.3095679   0.6098817
   0.3122836   0.6061622
   0.3149613   0.6024914
   0.3176027   0.5988677
   0.3202083   0.5952904
   0.3227790   0.5917581
   0.3253162   0.5882692
   0.3278204   0.5848234
   0.3302923   0.5814191
   0.3327334   0.5780556
   0.3351440   0.5747315
   0.3375251   0.5714462
   0.3398771   0.5681991
   0.3422012   0.5649888
   0.3444974   0.5618150
   0.3467668   0.5586762
   0.3490101   0.5555720
   0.3512278   0.5525017
   0.3534203   0.5494651
   0.3555880   0.5464607
   0.3577321   0.5434880
   0.3598525   0.5405466
   0.3619501   0.5376357
   0.3640253   0.5347547
   0.3660782   0.5319030
   0.3681096   0.5290805
   0.3701200   0.5262860
   0.3721096   0.5235193
   0.3740790   0.5207797
   0.3760283   0.5180669
   0.3779584   0.5153804
   0.3798692   0.5127197
   0.3817612   0.5100842
   0.3836346   0.5074736
   0.3854902   0.5048874
   0.3873278   0.5023252
   0.3891482   0.4997865
   0.3909513   0.4972714
   0.3927377   0.4947788
   0.3945074   0.4923089
   0.3962611   0.4898610
   0.3979988   0.4874347
   0.3997206   0.4850297
   0.4014270   0.4826460
   0.4031185   0.4802827
   0.4047948   0.4779401
   0.4064567   0.4756174
   0.4081039   0.4733145
   0.4097372   0.4710309
   0.4113563   0.4687666
   0.4129616   0.4665213
   0.4145535   0.4642945
   0.4161321   0.4620860
   0.4176975   0.4598956
   0.4192500   0.4577231
   0.4207899   0.4555680
   0.4223171   0.4534302
   0.4238319   0.4513095
   0.4253347   0.4492057
   0.4268255   0.4471186
   0.4283044   0.4450476
   0.4297717   0.4429927
   0.4312275   0.4409539
   0.4326721   0.4389307
   0.4341055   0.4369229
   0.4355278   0.4349306
   0.4369394   0.4329534
   0.4383402   0.4309908
   0.4397305   0.4290432
   0.4411103   0.4271100
   0.4424798   0.4251910
   0.4438395   0.4232863
   0.4451889   0.4213956
   0.4465286   0.4195184
   0.4478584   0.4176552
   0.4491788   0.4158050
   0.4504895   0.4139684
   0.4517909   0.4121448
   0.4530833   0.4103341
   0.4543663   0.4085364
   0.4556404   0.4067512
   0.4569057   0.4049786
   0.4581621   0.4032182
   0.4594098   0.4014701
   0.4606489   0.3997340
   0.4618796   0.3980099
   0.4631020   0.3962974
   0.4643161   0.3945968
   0.4655221   0.3929076
   0.4667200   0.3912295
   0.4679098   0.3895630
   0.4690918   0.3879076
   0.4702661   0.3862630
   0.4714325   0.3846295
   0.4725914   0.3830066
   0.4737428   0.3813944
   0.4748870   0.3797928
   0.4760235   0.3782014
   0.4771529   0.3766204
   0.4782751   0.3750498
   0.4793902   0.3734889
   0.4804982   0.3719383
   0.4815993   0.3703973
   0.4826936   0.3688661
   0.4837810   0.3673446
   0.4848618   0.3658327
   0.4859359   0.3643302
   0.4870034   0.3628372
   0.4880643   0.3613532
   0.4891190   0.3598786
   0.4901671   0.3584129
   0.4912091   0.3569563
   0.4922448   0.3555086
   0.4932742   0.3540696
   0.4942976   0.3526393
   0.4953150   0.3512177
   0.4963262   0.3498047
   0.4973316   0.3484000
   0.4983312   0.3470038
   0.4993251   0.3456158
   0.5003130   0.3442361
   0.5012954   0.3428644
   0.5022721   0.3415009
   0.5032432   0.3401454
   0.5042088   0.3387977
   0.5051690   0.3374577
   0.5061237   0.3361256
   0.5070730   0.3348012
   0.5080171   0.3334843
   0.5089560   0.3321750
   0.5098894   0.3308732
   0.5108181   0.3295786
   0.5117413   0.3282917
   0.5126597   0.3270117
   0.5135729   0.3257391
   0.5144812   0.3244735
   0.5153847   0.3232150
   0.5162832   0.3219636
   0.5171769   0.3207190
   0.5180659   0.3194813
   0.5189500   0.3182504
   0.5198295   0.3170263
   0.5207044   0.3158089
   0.5215746   0.3145981
   0.5224403   0.3133939
   0.5233015   0.3121961
   0.5241581   0.3110050
   0.5250102   0.3098201
   0.5258581   0.3086414
   0.5267016   0.3074693
   0.5275407   0.3063034
   0.5283754   0.3051435
   0.5292060   0.3039899
   0.5300324   0.3028422
   0.5308546   0.3017007
   0.5316725   0.3005652
   0.5324866   0.2994355
   0.5332963   0.2983118
   0.5341021   0.2971937
   0.5349040   0.2960817
   0.5357018   0.2949752
   0.5364957   0.2938744
   0.5372856   0.2927794
   0.5380718   0.2916898
   0.5388541   0.2906059
   0.5396325   0.2895274
   0.5404073   0.2884544
   0.5411782   0.2873868
   0.5419455   0.2863246
   0.5427089   0.2852676
   0.5434689   0.2842160
   0.5442252   0.2831696
   0.5449779   0.2821285
   0.5457270   0.2810925
   0.5464725   0.2800615
   0.5472147   0.2790356
   0.5479533   0.2780150
   0.5486884   0.2769991
   0.5494201   0.2759882
   0.5501484   0.2749824
   0.5508733   0.2739814
   0.5515950   0.2729850
   0.5523133   0.2719938
   0.5530282   0.2710071
   0.5537399   0.2700252
   0.5544484   0.2690480
   0.5551537   0.2680755
   0.5558558   0.2671077
   0.5565547   0.2661443
   0.5572504   0.2651856
   0.5579430   0.2642313
   0.5586326   0.2632816
   0.5593191   0.2623364
   0.5600026   0.2613955
   0.5606828   0.2604591
   0.5613604   0.2595269
   0.5620348   0.2585991
   0.5627062   0.2576757
   0.5633746   0.2567565
   0.5640402   0.2558414
   0.5647029   0.2549307
   0.5653628   0.2540240
   0.5660197   0.2531217
   0.5666738   0.2522233
   0.5673252   0.2513290
   0.5679737   0.2504387
   0.5686194   0.2495525
   0.5692625   0.2486703
   0.5699028   0.2477920
   0.5705402   0.2469178
   0.5711752   0.2460473
   0.5718074   0.2451808
   0.5724369   0.2443182
   0.5730639   0.2434593
   0.5736882   0.2426042
   0.5743098   0.2417530
   0.5749289   0.2409055
   0.5755455   0.2400617
   0.5761595   0.2392216
   0.5767709   0.2383852
   0.5773798   0.2375524
   0.5779864   0.2367232
   0.5785904   0.2358977
   0.5791920   0.2350758
   0.5797909   0.2342573
   0.5803877   0.2334424
   0.5809819   0.2326311
   0.5815739   0.2318231
   0.5821633   0.2310186
   0.5827504   0.2302175
   0.5833352   0.2294199
   0.5839177   0.2286256
   0.5844977   0.2278348
   0.5850757   0.2270472
   0.5856512   0.2262629
   0.5862246   0.2254820
   0.5867956   0.2247044
   0.5873644   0.2239299
   0.5879310   0.2231587
   0.5884953   0.2223909
   0.5890575   0.2216260
   0.5896175   0.2208644
   0.5901753   0.2201060
   0.5907309   0.2193506
   0.5912845   0.2185983
   0.5918359   0.2178492
   0.5923852   0.2171032
   0.5929324   0.2163601
   0.5934775   0.2156202
   0.5940207   0.2148832
   0.5945616   0.2141491
   0.5951006   0.2134182
   0.5956374   0.2126901
   0.5961723   0.2119650
   0.5967053   0.2112427
   0.5972362   0.2105234
   0.5977650   0.2098070
   0.5982919   0.2090934
   0.5988169   0.2083827
   0.5993400   0.2076748
   0.5998611   0.2069696
   0.6003803   0.2062673
   0.6008976   0.2055679
   0.6014131   0.2048711
   0.6019265   0.2041770
   0.6024381   0.2034858
   0.6029479   0.2027971
   0.6034558   0.2021113
   0.6039619   0.2014280
   0.6044662   0.2007474
   0.6049687   0.2000695
   0.6054692   0.1993941
   0.6059679   0.1987215
   0.6064650   0.1980513
   0.6069604   0.1973838
   0.6074537   0.1967189
   0.6079456   0.1960564
   0.6084355   0.1953966
   0.6089238   0.1947392
   0.6094103   0.1940844
   0.6098952   0.1934320
   0.6103783   0.1927821
   0.6108597   0.1921346
   0.6113395   0.1914896
   0.6118175   0.1908471
   0.6122940   0.1902069
   0.6127687   0.1895693
   0.6132418   0.1889338
   0.6137134   0.1883008
   0.6141831   0.1876703
   0.6146513   0.1870420
   0.6151180   0.1864160
   0.6155831   0.1857924
   0.6160465   0.1851711
   0.6165084   0.1845521
   0.6169686   0.1839353
   0.6174273   0.1833209
   0.6178845   0.1827087
   0.6183401   0.1820987
   0.6187942   0.1814910
   0.6192468   0.1808854
   0.6196979   0.1802822
   0.6201474   0.1796810
   0.6205955   0.1790821
   0.6210419   0.1784853
   0.6214870   0.1778907
   0.6219305   0.1772981
   0.6223727   0.1767078
   0.6228134   0.1761196
   0.6232526   0.1755335
   0.6236903   0.1749495
   0.6241266   0.1743676
   0.6245615   0.1737876
